YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,RH2M,T2M
2021,8,13,96.84,3.47,5.08,2.38,2.7,294.31,5.15,6.76,3.89,2.87,294,90.69,24.65
2021,8,14,96.75,3.28,5.34,2.08,3.26,279.06,4.88,7.08,3.6,3.48,278.19,90.38,24.38
2021,8,15,96.77,3.28,4.68,2.23,2.45,273.75,4.92,6.25,3.91,2.34,273.25,90.19,24.52
2021,8,16,96.82,2.82,3.93,1.63,2.3,280,4.34,5.46,3.05,2.42,278.81,91,24.57
2021,8,17,96.85,2.23,3.93,0.34,3.6,262.06,3.41,5.38,0.77,4.61,261,88.94,24.61
2021,8,18,96.77,2.62,3.96,1.74,2.21,206.5,3.88,5.24,2.17,3.06,210.12,89.5,23.43
2021,8,19,96.76,2.52,3.56,1.72,1.84,227.56,3.8,4.74,2.68,2.05,231.12,85.75,23.51
2021,8,20,96.78,1.96,3.48,0.88,2.59,281.06,3.09,4.77,1.48,3.28,278.5,85.75,23.99
2021,8,21,96.87,1.26,2.35,0.38,1.97,229,1.82,3.3,0.68,2.62,223.88,83.25,23.95
2021,8,22,96.81,1.66,2.89,0.64,2.25,183.94,2.44,3.92,0.82,3.11,197.44,82.5,24.45
2021,8,23,96.81,1.76,3.25,0.65,2.6,241.88,2.53,4.12,0.94,3.18,241.94,86.88,24.59
2021,8,24,96.82,2.07,3.48,0.93,2.55,224.69,3.07,4.44,1.92,2.52,225.69,86.12,24.48
2021,8,25,96.71,2.26,2.77,1.6,1.16,207,3.39,3.72,2.96,0.76,208.25,90.25,24.58
2021,8,26,96.59,2.27,3.7,1.3,2.4,224.5,3.3,4.7,2.12,2.59,224.69,88.69,24.95
2021,8,27,96.56,3.01,4.66,2.08,2.59,275,4.52,6.12,3.62,2.51,273.38,91,24.87
2021,8,28,96.53,2.84,3.73,2.38,1.34,277.44,4.35,4.94,3.66,1.28,276.69,92.06,24.23
2021,8,29,96.56,2.3,4.05,1.09,2.98,273.38,3.51,5.49,2.09,3.4,271.69,91.5,23.74
2021,8,30,96.58,2.56,4.16,1.29,2.87,277.88,3.95,5.73,2.44,3.3,275.5,89.5,24.16
2021,8,31,96.64,1.88,2.91,1.18,1.73,269.88,2.83,3.88,2.12,1.76,267.12,88.88,24.31
2021,9,1,96.78,2.88,4.59,1.66,2.93,263.5,4.4,6.2,3.2,3,262.19,88.62,24.92
2021,9,2,96.76,2.75,4.62,1.56,3.06,277.38,4.16,6.11,2.98,3.13,275.81,89.75,24.93
2021,9,3,96.74,2.55,3.93,1.31,2.62,253.06,3.76,5.12,2.02,3.11,253,91,24.33
2021,9,4,96.77,3.02,4.32,2.05,2.27,268.75,4.5,5.69,3.59,2.1,268,91.12,24.46
2021,9,5,96.76,3.38,4.48,2.24,2.23,274.56,5.05,6.64,3.33,3.31,274.25,91.5,24.41
2021,9,6,96.75,3.01,3.65,2.16,1.48,247.69,4.66,5.89,3.16,2.73,250.56,92.25,23.96
2021,9,7,96.7,3.49,4.68,2.63,2.05,261.69,5.35,6.35,4.44,1.91,261.94,92.12,24.34
2021,9,8,96.8,4.15,6.16,2.71,3.44,242.38,6.2,8.46,4.62,3.84,242.88,91.06,24.58
2021,9,9,96.91,3.36,4.84,1.81,3.02,255.56,5.02,6.52,3.26,3.26,255.56,90.5,24.58
2021,9,10,96.91,3.19,4.85,2.06,2.8,269.38,4.79,6.57,3.62,2.95,268.69,90.12,24.45
2021,9,11,96.8,3.5,5.37,2.32,3.05,247.38,5.24,7.36,3.98,3.38,247.88,90.38,24.67
2021,9,12,96.7,4.34,6.02,2.88,3.13,249.5,6.48,8.4,4.84,3.55,249.62,91.88,24.8
2021,9,13,96.62,4.48,6.12,3.19,2.93,257.69,6.66,8.47,5.3,3.16,257.94,92.5,24.76
2021,9,14,96.67,3.42,5.01,2.03,2.98,254.19,5.16,6.9,3.58,3.32,254.06,91.62,24.75
2021,9,15,96.75,2.91,4.62,1.87,2.76,239.38,4.38,6.23,3.33,2.9,239.19,90.62,24.74
2021,9,16,96.74,2.97,4.46,1.71,2.74,260.25,4.45,5.94,3.17,2.77,259.06,89.19,24.83
2021,9,17,96.71,2.02,3.41,1.22,2.18,275.62,3.06,4.36,2.12,2.23,272.94,88.38,24.72
2021,9,18,96.82,1.8,2.89,1.24,1.65,298.19,2.68,3.81,1.64,2.17,296.25,85.88,25.01
2021,9,19,96.96,1.97,2.93,1.15,1.78,308.56,2.92,3.74,1.35,2.39,307.69,85.56,25.17
2021,9,20,96.9,2.28,3.33,1.69,1.64,309.81,3.43,4.45,2.35,2.09,308.5,87.75,25.21
2021,9,21,96.84,2.38,2.91,2.01,0.91,295.5,3.65,4.14,3.22,0.92,294.06,89.75,24.71
2021,9,22,96.67,2.7,4.24,1.73,2.51,303.06,4.08,5.56,3.02,2.55,301.81,89.94,24.73
2021,9,23,96.7,2.52,4.32,1.47,2.84,291.56,3.86,5.83,2.77,3.05,289.56,90.38,24.82
2021,9,24,96.75,2.44,3.39,1.7,1.69,292.12,3.7,4.42,3.06,1.36,290.31,88.81,24.98
2021,9,25,96.74,2.13,3.01,1.61,1.4,281.5,3.27,3.88,2.75,1.13,279.38,88.19,24.9
2021,9,26,96.58,2.18,3.11,1.43,1.67,284.12,3.32,4.07,2.07,1.99,282.38,87.75,24.62
2021,9,27,96.5,2.87,3.95,2.26,1.7,272.62,4.35,5.38,3.38,2,271.56,89.12,24.5
2021,9,28,96.63,3.41,5.06,2.48,2.58,246.5,5.27,7.1,4.38,2.73,246.25,89.44,24.62
2021,9,29,96.79,2.26,3.3,1.55,1.75,203.25,3.55,4.48,2.49,1.98,206.12,89.81,24.3
2021,9,30,96.85,1.97,2.92,1.54,1.38,231.69,2.98,3.73,2.17,1.56,232.5,88.5,25.08
2021,10,1,96.78,1.95,3.16,0.89,2.27,284.75,2.93,4.06,0.96,3.1,272.81,87.69,25.45
2021,10,2,96.63,1.92,2.7,0.2,2.5,262.25,2.69,4.09,0.47,3.62,236.94,90.75,25.61
2021,10,3,96.66,1.32,2.39,0.03,2.35,237.19,2.02,3.26,0.71,2.55,201.44,88.5,26.01
2021,10,4,96.62,1.53,2.77,0.91,1.85,256.19,1.98,3.31,0.95,2.36,253.69,87.56,26.13
2021,10,5,96.59,1.14,1.85,0.13,1.72,251.38,1.54,2.48,0.22,2.27,245.19,86.88,26.04
2021,10,6,96.54,2.05,3.23,0.86,2.37,253.12,2.57,4.04,0.88,3.16,251.75,91,25.04
2021,10,7,96.61,1.88,2.7,1.07,1.63,236.12,2.8,4.12,1.8,2.33,237,86.88,24.98
2021,10,8,96.71,2.08,3.18,1.13,2.04,214.12,3.21,4.18,2.2,1.98,216.31,89.94,25.2
2021,10,9,96.84,2.01,2.77,1.54,1.23,218.12,3.12,3.66,2.67,0.99,220.31,89.69,25.4
2021,10,10,96.82,1.88,2.55,0.88,1.67,239.5,2.84,3.7,1.66,2.05,239.31,89.88,24.8
2021,10,11,96.68,1.73,3.08,0.52,2.56,251.12,2.46,3.88,0.66,3.22,252.38,86.88,24.89
2021,10,12,96.67,2.43,2.95,2.02,0.93,229.81,3.67,4.87,2.62,2.24,230.44,89.31,24.69
2021,10,13,96.6,2.64,3.53,1.68,1.85,192.94,3.95,4.97,2.85,2.12,196,89.56,24.89
2021,10,14,96.49,2.04,2.7,1.3,1.41,182.75,3.05,4.03,2.29,1.74,185.75,88.75,25.46
2021,10,15,96.23,0.98,1.48,0.33,1.15,227.06,1.34,2.33,0.26,2.07,221.5,91.88,25.27
2021,10,16,96.22,1.79,3.27,0.95,2.32,279.12,2.74,4.32,1.23,3.09,255.56,89.38,25.66
2021,10,17,96.49,1.97,2.64,1.3,1.34,264.5,3.09,4.06,2.52,1.55,263.25,91.5,24.93
2021,10,18,96.77,2.24,3.13,1.46,1.67,279.12,3.43,4.17,2.8,1.38,276.06,88.12,24.96
2021,10,19,96.98,2.17,2.61,1.61,0.99,315.38,3.25,4.04,1.98,2.06,314.12,83.75,24.83
2021,10,20,97.07,2.1,2.7,1.24,1.45,318.75,2.95,3.92,1.12,2.81,321,86.19,25.26
2021,10,21,97.07,1.38,2.11,0.65,1.46,272.88,2.06,3.57,0.75,2.82,262.5,90.62,25.07
2021,10,22,97.06,1.23,1.91,0.64,1.27,129.62,1.99,3.16,1.38,1.78,135.69,87.25,25.76
2021,10,23,97.18,1.66,2.17,0.84,1.34,231.12,2.42,3.71,1.03,2.68,226.38,91.75,24.67
2021,10,24,97.2,1.63,2.79,0.53,2.26,275.81,2.42,3.55,0.64,2.91,273.56,85.88,24.4
2021,10,25,96.97,1.74,2.3,0.99,1.31,222.12,2.48,3.45,0.99,2.45,183.81,85.75,25.05
2021,10,26,96.84,1.55,2.89,0.23,2.66,121.56,2.37,3.83,0.21,3.62,123.62,84.81,25.28
2021,10,27,96.88,1.42,3.17,0.23,2.95,119.94,2.23,4.41,0.44,3.97,98.12,79.81,25.56
2021,10,28,96.9,1.43,2.04,0.77,1.27,128.06,2.34,3.25,1.34,1.92,116.56,78.06,25.38
2021,10,29,96.99,1.7,2.88,1.09,1.78,152.25,2.59,4.07,1.26,2.81,136.75,83.25,24.86
2021,10,30,97.02,1.28,2.88,0.11,2.77,113.56,2.2,4.12,0.5,3.62,93.75,83.38,26.07
2021,10,31,97.01,1.01,1.79,0.22,1.56,175.75,1.68,3.02,0.99,2.04,164.75,84.12,25.85
2021,11,1,96.88,1.12,1.6,0.64,0.97,173.44,1.71,2.39,1.17,1.22,160.12,83.25,25.97
2021,11,2,96.82,1.45,2.75,0.49,2.26,109.94,2.34,4.07,0.7,3.36,108.94,83.56,25.64
2021,11,3,96.86,1.6,3.21,0.09,3.12,159.94,2.36,4.36,0.3,4.06,148.88,86.44,25.15
2021,11,4,96.87,0.95,2.03,0.07,1.96,188.81,1.41,2.71,0.06,2.65,161,87.44,25.09
2021,11,5,96.87,1.96,2.55,0.28,2.27,190.94,2.91,3.88,0.75,3.12,186.06,92.56,24.5
2021,11,6,96.82,1.82,2.59,1.31,1.27,167.5,2.61,3.37,1.89,1.48,169.44,85.06,24.98
2021,11,7,96.82,1.28,1.82,0.51,1.32,133.69,1.88,3.28,0.74,2.53,124.81,83.44,24.69
2021,11,8,96.92,0.98,1.72,0.34,1.38,164.06,1.41,2.42,0.52,1.91,153.38,80,24.22
2021,11,9,96.93,1.02,1.74,0.35,1.39,136.31,1.49,2.53,0.3,2.23,126.81,81.31,24.86
2021,11,10,96.87,0.75,1.1,0.34,0.77,94.62,1.38,1.96,0.88,1.09,83.88,81.38,24.68
2021,11,11,96.72,1.73,2.16,1.22,0.94,39.75,2.62,3.27,1.84,1.44,40.44,77.81,23.73
2021,11,12,96.62,1.94,2.27,1.52,0.75,172.62,2.96,3.47,2.2,1.27,173.75,89.25,22.4
2021,11,13,96.63,1.65,3.23,0.29,2.94,179.81,2.09,4.03,0.37,3.66,173.06,88.5,24.58
2021,11,14,96.63,1.31,2.04,0.75,1.29,153.5,1.95,3.44,1.05,2.4,153.88,88.56,25.37
2021,11,15,96.42,3.88,5.36,2.21,3.16,98.75,5.45,7.05,3.23,3.82,102.31,94.12,24.76
2021,11,16,96.55,1.86,3.45,0.8,2.66,172.31,2.66,4.34,0.96,3.38,168.38,92.75,24.23
2021,11,17,96.77,2.7,3.63,1.95,1.68,172.12,4,4.69,3.37,1.33,172.62,90.06,24.88
2021,11,18,96.74,0.73,2.05,0.06,1.98,193.19,1.2,3.53,0.29,3.25,149,84.62,25.37
2021,11,19,96.47,2.05,2.91,1.05,1.85,156.62,3.16,4.76,1.94,2.81,160.81,89.25,24.12
2021,11,20,96.43,3.05,4.94,1.85,3.09,259.69,4.42,6.51,1.87,4.64,260.94,93.94,24.51
2021,11,21,96.79,1.99,3.02,1.05,1.96,207.56,3.07,5.12,1.48,3.65,207.56,91.19,24.2
2021,11,22,96.93,1.2,1.98,0.52,1.46,210.62,1.73,2.7,0.7,1.99,190.69,86,25.09
2021,11,23,96.87,1.45,2.02,0.48,1.53,195.88,2.13,2.93,0.67,2.25,154.88,87.06,25.62
2021,11,24,96.83,1.1,1.97,0.52,1.45,122.31,1.77,2.84,0.52,2.33,111.62,84.44,25.95
2021,11,25,96.87,1.73,2.98,0.82,2.16,63.69,2.91,4.31,1.82,2.49,66.12,83.31,25.59
2021,11,26,96.91,1.79,2.95,0.69,2.26,106.75,2.84,4.23,1.18,3.04,96.5,81.88,25.28
2021,11,27,96.91,1.76,3.4,0.53,2.87,104.75,2.81,4.83,0.86,3.97,81.94,82.62,24.96
2021,11,28,96.93,3.09,4.42,1.25,3.17,63.88,4.69,6.08,2.2,3.88,65.38,79.44,24.17
2021,11,29,96.92,2.23,3.24,0.77,2.47,85.75,3.69,5.22,1.86,3.36,85.69,79.88,24.58
2021,11,30,96.94,1.98,3.68,0.84,2.84,119.31,3.05,5.29,1.26,4.03,113.56,84.31,24.76
2021,12,1,96.94,2.01,2.73,1.41,1.33,162.31,3.09,3.59,2.42,1.17,160.56,85.75,24.9
2021,12,2,96.94,1.73,2.19,0.45,1.75,216.56,2.48,3.6,0.62,2.98,221.06,86.25,25.15
2021,12,3,97.02,1.26,2.63,0.46,2.17,185.62,1.72,3.3,0.8,2.5,186.88,82.5,25.08
2021,12,4,97.06,1.06,2.38,0.2,2.17,239.12,1.54,2.95,0.27,2.68,237.38,81.12,25.06
2021,12,5,97.08,1.48,2.48,0.46,2.02,239.5,1.98,3.34,0.69,2.65,239.44,82,24.88
2021,12,6,97.04,2.23,2.72,1.54,1.18,238,3.27,4.34,1.8,2.55,225.38,82.19,24.02
2021,12,7,97,1.76,2.43,0.73,1.7,106,2.53,3.64,0.78,2.86,97.94,78.19,23.94
2021,12,8,97.01,1.45,2.42,0.41,2.02,138.25,2.2,3.63,0.45,3.19,138.44,76.25,24.58
2021,12,9,97.11,1.64,2.47,0.23,2.24,152.5,2.54,3.49,0.34,3.16,126.25,80.12,24.87
2021,12,10,97.12,2.08,4.04,0.41,3.62,68.06,3.35,5.61,1.14,4.47,70.94,80.25,24.79
2021,12,11,97.11,2.05,3.9,0.3,3.59,85.31,3.33,5.48,0.91,4.56,75.38,79.88,24.73
2021,12,12,97.11,2.2,4.03,0.5,3.54,79.06,3.59,5.68,1.38,4.3,79.69,79,25.02
2021,12,13,97.03,2.45,3.82,1.2,2.63,100.81,3.8,5.31,1.74,3.57,74.31,80.12,24.77
2021,12,14,96.97,1.85,3.22,0.12,3.1,97.19,2.97,4.66,0.23,4.44,84.19,79.31,24.8
2021,12,15,97.06,2.5,3.48,1.63,1.84,71,3.82,4.73,2.83,1.9,71.75,81,23.54
2021,12,16,97.13,2.2,3.72,0.37,3.35,64.56,3.41,4.88,0.69,4.19,69.75,77.31,24.23
2021,12,17,97.19,2,3.09,0.52,2.58,95.94,3.07,4.17,0.77,3.4,85.31,77.62,24
2021,12,18,97.15,2.7,3.47,1.69,1.78,63.88,4.16,5.21,2.55,2.66,65.81,76.25,22.69
2021,12,19,97.23,2.93,4.03,1.83,2.2,64,4.44,5.58,2.59,3,66.44,72.38,21.82
2021,12,20,97.22,2.27,3.55,0.74,2.81,64.44,3.48,5.56,1.27,4.3,69.62,71.69,21.76
2021,12,21,97.3,1.95,3.08,0.91,2.17,178.62,2.72,4.25,1.19,3.06,179.62,77,22.15
2021,12,22,97.16,1.13,1.83,0.17,1.66,149.81,1.49,2.48,0.2,2.29,145.25,76.56,23.36
2021,12,23,97.12,1.06,2.17,0.18,1.98,264.88,1.34,2.98,0.21,2.77,255,78.75,23.58
2021,12,24,97.13,1.18,2.09,0.12,1.97,197.5,1.66,2.98,0.05,2.93,196.25,78.88,23.4
2021,12,25,97.15,1.5,2,0.81,1.19,171.62,2.09,3.24,1.21,2.03,86.81,76.56,23.92
2021,12,26,97.24,1.34,2.01,0.35,1.66,166.38,1.88,3.35,0.51,2.84,165.62,75.38,23.45
2021,12,27,97.27,1.45,2.48,0.38,2.1,146.38,2.15,3.68,0.52,3.16,144.56,74.44,23.48
2021,12,28,97.22,1.4,2.42,0.48,1.95,146.44,2.07,3.21,0.5,2.7,143.5,71.06,23.58
2021,12,29,97.13,1.25,2.11,0.42,1.69,126.31,1.93,3.67,0.45,3.22,125.44,71.75,23.64
2021,12,30,97.19,2.14,3.58,0.58,3.01,89,3.32,5.16,0.93,4.23,90.44,74.75,23.58
2021,12,31,97.25,2.76,4.55,1.31,3.24,76.5,4.38,6.38,2.88,3.5,77.12,78.25,24.49
2022,1,1,97.29,2.34,4.36,0.45,3.91,97.44,3.68,6.02,0.83,5.19,74.44,77.06,25.04
2022,1,2,97.17,2.12,3.9,0.57,3.32,72.62,3.48,5.27,1.43,3.84,76.81,74.19,25.07
2022,1,3,97.17,2.02,3.33,0.95,2.38,58.25,3.15,4.36,1.37,2.99,61.75,74.06,24.22
2022,1,4,97.18,2.18,3.55,0.9,2.65,73.44,3.43,5,1.63,3.37,76.56,73.31,23.49
2022,1,5,97.22,1.42,2.19,0.57,1.62,171.88,2,3.32,0.68,2.64,172.81,74.88,23.32
2022,1,6,97.11,1.55,2.2,0.5,1.7,174.75,2.26,3.61,0.61,3,174.31,71.44,23.73
2022,1,7,97.16,1.27,2.07,0.2,1.87,207.5,1.83,3.86,0.2,3.65,206.19,76.94,23.81
2022,1,8,97.2,1.66,2.26,0.59,1.67,266.31,2.2,3.33,0.55,2.77,249,79,23.92
2022,1,9,97.09,1.91,2.27,1.2,1.08,229.38,2.6,3.59,1.22,2.36,213.25,80.44,23.47
2022,1,10,97.08,1.86,2.41,1.33,1.09,214.44,2.55,3.77,1.34,2.44,183.19,79.94,23.33
2022,1,11,97.13,2.17,2.65,0.76,1.89,185.06,3.12,4.41,0.48,3.94,182.94,79.81,23.23
2022,1,12,97.12,1.98,2.98,0.24,2.73,310.06,2.68,3.81,0.26,3.55,307.56,80.69,22.3
2022,1,13,97.11,1.64,2.52,0.32,2.2,275,2.2,3.18,0.55,2.62,269.81,78.38,21.92
2022,1,14,97.09,1.66,2.59,0.8,1.79,301.31,2.15,3.27,0.98,2.28,295.88,76.19,22.52
2022,1,15,97.11,1.85,2.57,0.68,1.89,212.5,2.47,3.77,0.55,3.2,209.5,76.88,22.87
2022,1,16,97.13,1.56,2.68,0.38,2.3,116.06,2.3,3.92,0.45,3.47,116.25,74.81,24.09
2022,1,17,97.27,1.5,2.26,0.15,2.11,68.62,2.46,3.48,0.63,2.86,71.81,76.06,24.63
2022,1,18,97.21,2.15,3.8,1.09,2.71,87.94,3.3,4.97,1.6,3.36,79.69,74.19,24.22
2022,1,19,97.1,2.23,3.38,1.44,1.95,90.94,3.48,4.66,2.32,2.34,94.69,72.81,23.55
2022,1,20,97,1.94,2.71,0.5,2.2,202.69,2.98,4.97,0.55,4.41,207.56,73.25,23
2022,1,21,97.04,2.14,2.62,1.29,1.34,197.81,3.16,4.9,1.7,3.2,197.94,74.81,23.17
2022,1,22,96.98,2.02,2.88,1.16,1.73,297,2.73,3.91,1.51,2.41,294.62,80.75,23.22
2022,1,23,96.98,2.29,2.87,1.92,0.95,305.5,3.18,3.53,2.49,1.04,303.06,80.44,22.29
2022,1,24,96.93,2.41,3.03,2.12,0.91,312.5,3.43,3.92,2.48,1.44,309.38,76.25,21.87
2022,1,25,96.92,2.05,2.71,0.45,2.27,221.06,2.9,4.33,0.16,4.17,217.94,73.19,21.12
2022,1,26,96.91,2.15,2.74,1.29,1.45,240.25,2.85,4,1.05,2.95,226.69,78.31,22.13
2022,1,27,96.84,2.23,3.49,1.29,2.2,76.38,3.54,4.68,2.41,2.27,69.12,78.19,23.98
2022,1,28,96.92,2.66,4.38,1.14,3.24,75.44,4.28,6,2.5,3.5,78.25,72.69,24.51
2022,1,29,97.06,2.28,4.05,0.25,3.8,143.06,3.41,5.43,0.1,5.32,136.5,69.06,24.31
2022,1,30,97.02,1.83,2.38,0.7,1.67,186.81,2.77,4.16,0.67,3.48,188.25,77.94,24.88
2022,1,31,96.95,1.73,2.5,0.26,2.24,183.06,2.57,4.32,0.21,4.11,183.75,77.56,25.03
2022,2,1,96.87,1.66,2.77,0.2,2.57,166.94,2.35,3.85,0.34,3.52,158.75,75.06,25.24
2022,2,2,96.98,1.78,2.72,0.61,2.11,208.19,2.49,4.09,0.87,3.22,205.62,75.69,24.87
2022,2,3,97.01,1.95,2.88,0.78,2.1,254.5,2.67,4.09,0.75,3.34,252.12,74.81,24.27
2022,2,4,96.96,2.03,2.95,1.34,1.61,306.44,2.65,3.48,1.73,1.75,303.94,72.06,23.01
2022,2,5,96.93,1.77,2.66,0.33,2.34,180.44,2.31,3.83,0.81,3.02,179.69,68.94,22.99
2022,2,6,97.14,2.08,2.99,0.78,2.21,190.81,2.85,3.68,1.19,2.5,190.06,75.62,23.63
2022,2,7,97.17,2.09,3.16,0.5,2.66,238.06,2.9,4.55,0.23,4.32,227.12,76.75,24.48
2022,2,8,97.07,2.13,3.03,0.41,2.62,254,2.74,4.31,0.12,4.2,227.81,76.44,24.55
2022,2,9,96.98,2.13,3.56,0.06,3.5,194,2.79,4.2,0.23,3.97,172.12,73.44,24.9
2022,2,10,96.95,1.72,3.09,0.33,2.77,172.31,2.18,3.96,0.27,3.7,157.5,69.38,24.95
2022,2,11,96.88,2.14,4.54,0.22,4.32,65.31,3.43,6.3,0.31,5.98,70,58.81,25.06
2022,2,12,96.9,1.92,3.23,0.78,2.45,123.12,2.95,4.3,1.06,3.24,125.69,61.31,25.19
2022,2,13,96.78,1.58,2.62,0.2,2.42,166.56,2.33,3.52,0.1,3.42,164.5,62.44,25.25
2022,2,14,96.81,1.33,2.74,0.28,2.45,181.38,1.78,3.38,0.21,3.17,180.19,64.19,25.26
2022,2,15,96.86,1.81,3,0.85,2.15,208.62,2.53,4.33,1.02,3.31,208.38,68.69,24.69
2022,2,16,96.72,2.01,2.87,0.57,2.3,223.44,2.66,3.88,0.71,3.16,222.31,68.25,24.48
2022,2,17,96.63,1.44,2.48,0.23,2.24,188.31,1.89,3.51,0.18,3.33,181.94,67.62,24.75
2022,2,18,96.72,1.5,2.9,0.73,2.16,174.69,2.05,3.62,0.8,2.81,173.38,67.94,25.53
2022,2,19,96.95,1.74,2.93,0.74,2.19,188.06,2.48,3.56,0.45,3.11,185.31,66.62,25.69
2022,2,20,96.95,2.08,2.82,1.6,1.22,192.75,3.02,3.94,2.27,1.68,193.31,69.31,25.17
2022,2,21,96.89,1.98,3.3,0.79,2.51,262.19,2.59,4.54,0.94,3.6,261.62,70.06,25.19
2022,2,22,96.96,1.87,3.44,0.55,2.89,289.38,2.29,4.41,0.21,4.2,251.56,70.25,25.37
2022,2,23,97.11,1.82,3.14,0.93,2.21,181.81,2.48,3.91,0.98,2.93,164.88,66.69,26.27
2022,2,24,97.23,1.38,3.22,0.27,2.95,181.38,2.05,4.08,0.4,3.68,174.19,66.69,25.68
2022,2,25,97.13,1.56,2.48,0.44,2.04,129.75,2.36,4.3,0.48,3.8,122.38,62.38,26.11
2022,2,26,97.11,2.1,3.3,0.19,3.11,166.75,3.15,5.3,0.24,5.06,159.62,48.56,25.18
2022,2,27,97.13,1.98,3.05,0.42,2.62,176.5,2.78,4.31,0.16,4.16,182,56.31,25.05
2022,2,28,97.1,1.89,2.8,0.39,2.41,188.25,2.69,3.93,0.77,3.16,166.19,55.19,25.55
2022,3,1,97.08,1.54,2.37,0.3,2.06,164.94,2.17,3.66,0.23,3.42,144.12,56.56,25.98
2022,3,2,97.03,1.62,2.77,0.39,2.39,118.44,2.73,3.93,0.38,3.55,119.88,50.38,26.28
2022,3,3,96.97,2.37,4.21,0.65,3.55,68.69,3.84,5.88,0.95,4.94,73.31,45.38,25.61
2022,3,4,96.98,2.22,3.43,0.91,2.53,91.12,3.52,5.03,1.12,3.91,97.94,51.19,25.83
2022,3,5,96.94,2,3.44,0.24,3.2,139.81,3.08,5.05,0.67,4.39,105.75,51.75,26.19
2022,3,6,96.89,1.75,2.75,0.77,1.98,149.44,2.83,4.13,1.16,2.97,114.19,54.44,26.65
2022,3,7,96.87,1.63,3.43,0.36,3.07,158.12,2.52,4.73,0.58,4.15,137.94,55.19,27.25
2022,3,8,96.94,1.89,3.13,0.71,2.41,210.88,2.65,4.66,0.55,4.11,201.19,65.75,27.19
2022,3,9,96.89,1.74,3.2,0.89,2.3,204.62,2.33,4.23,0.84,3.4,187.62,68.38,27.23
2022,3,10,96.86,1.84,3.41,0.58,2.83,187.75,2.77,5.13,0.4,4.73,186.12,63.62,27.2
2022,3,11,96.82,1.62,3.56,0.31,3.25,198.12,2.24,4.2,0.89,3.32,147.94,59,27.76
2022,3,12,96.78,1.85,3.05,0.95,2.1,139.25,3.08,4.94,1.66,3.28,116.75,57,26.33
2022,3,13,96.78,2.08,3.29,0.21,3.08,78.38,3.4,4.65,1.04,3.61,76.88,53.56,27.05
2022,3,14,96.84,2.07,2.93,0.86,2.07,176.19,3.07,4.33,1.77,2.55,154.62,55.38,27.08
2022,3,15,96.78,1.72,3.77,0.28,3.48,197.81,2.47,5.03,0.54,4.49,163.75,59.75,27.41
2022,3,16,96.71,1.5,3.62,0.42,3.2,242,1.84,4.43,0.5,3.93,216.19,63.56,27.91
2022,3,17,96.7,1.5,3.18,0.38,2.81,238.88,1.95,4.88,0.23,4.64,231.75,66.69,27.55
2022,3,18,96.7,1.92,3.23,0.43,2.8,249.06,2.5,4.36,0.59,3.77,247.69,68.81,27.73
2022,3,19,96.73,2.38,3.48,1.26,2.22,237.88,3.25,4.19,2.16,2.02,237.25,70.62,27
2022,3,20,96.72,2.23,3.47,1.41,2.05,239.06,3.1,4.26,2.54,1.72,238,71.19,26.5
2022,3,21,96.78,2.02,3.3,1.16,2.13,250.81,2.62,4.02,1.59,2.43,248,70.62,26.8
2022,3,22,96.76,2.09,2.41,1.72,0.69,264.25,2.59,3.57,1.87,1.7,262.75,76.06,26.82
2022,3,23,96.67,1.86,2.8,0.72,2.09,266.62,2.37,3.83,0.34,3.48,261.56,74.81,27.71
2022,3,24,96.75,1.84,2.39,1.22,1.17,249.25,2.44,3.57,1.19,2.38,246.94,78.25,26.6
2022,3,25,96.79,1.84,3.41,0.72,2.7,281.5,2.3,4.38,0.42,3.95,281.44,75.56,27.09
